omega,F=1.00,F=3.12,F=5.24,F=7.35,F=9.47,F=11.59,F=13.71,F=15.82,F=17.94,F=20.06,F=22.18,F=24.29,F=26.41,F=28.53,F=30.65,F=32.76,F=34.88,F=37.00
5.234988,0.037148,0.115855,0.194685,0.273721,0.353052,0.432767,0.512961,0.593732,0.675188,0.757442,0.840619,0.924858,1.010309,1.097146,1.185563,1.275785,1.368073,1.462738
5.235988,0.037132,0.115803,0.194596,0.273597,0.352892,0.432571,0.512728,0.593462,0.674880,0.757097,0.840236,0.924435,1.009846,1.096642,1.185016,1.275194,1.367436,1.462051
5.236988,0.037114,0.115747,0.194502,0.273465,0.352721,0.432361,0.512479,0.593174,0.674553,0.756729,0.839827,0.923984,1.009353,1.096105,1.184434,1.274565,1.366758,1.461321
5.237988,0.037094,0.115687,0.194402,0.273323,0.352539,0.432138,0.512214,0.592868,0.674204,0.756337,0.839391,0.923504,1.008827,1.095533,1.183814,1.273895,1.366036,1.460545
5.238988,0.037074,0.115623,0.194295,0.273174,0.352346,0.431901,0.511933,0.592542,0.673833,0.755921,0.838929,0.922995,1.008270,1.094926,1.183156,1.273185,1.365271,1.459722
5.239988,0.037066,0.115597,0.194248,0.273104,0.352250,0.431774,0.511769,0.592333,0.673571,0.755594,0.838526,0.922522,1.007722,1.094292,1.182460,1.272433,1.364461,1.458852
5.240989,0.037061,0.115582,0.194224,0.273070,0.352207,0.431723,0.511710,0.592267,0.673499,0.755518,0.838447,0.922420,1.007588,1.094118,1.182203,1.272062,1.363950,1.458169
5.241989,0.037049,0.115544,0.194161,0.272982,0.352094,0.431585,0.511549,0.592084,0.673293,0.755291,0.838200,0.922155,1.007307,1.093822,1.181894,1.271742,1.363622,1.457836
5.242989,0.037034,0.115499,0.194085,0.272875,0.351956,0.431415,0.511346,0.591847,0.673021,0.754983,0.837854,0.921769,1.006883,1.093360,1.181391,1.271197,1.363042,1.457220
5.243989,0.037020,0.115454,0.194009,0.272768,0.351817,0.431244,0.511142,0.591609,0.672749,0.754675,0.837509,0.921385,1.006454,1.092885,1.180871,1.270629,1.362413,1.456529
5.244989,0.037006,0.115409,0.193933,0.272661,0.351679,0.431074,0.510939,0.591372,0.672477,0.754367,0.837162,0.920998,1.006024,1.092413,1.180352,1.270058,1.361786,1.455839
5.245990,0.036991,0.115365,0.193858,0.272556,0.351541,0.430904,0.510736,0.591134,0.672203,0.754055,0.836814,0.920613,1.005601,1.091944,1.179831,1.269482,1.361159,1.455157
5.246990,0.036977,0.115320,0.193783,0.272449,0.351403,0.430734,0.510534,0.590899,0.671933,0.753750,0.836468,0.920224,1.005170,1.091470,1.179314,1.268917,1.360533,1.454461
5.247990,0.036962,0.115275,0.193707,0.272342,0.351265,0.430564,0.510331,0.590662,0.671662,0.753442,0.836124,0.919840,1.004740,1.090996,1.178793,1.268347,1.359910,1.453779
5.248990,0.036948,0.115231,0.193633,0.272237,0.351129,0.430396,0.510130,0.590427,0.671392,0.753135,0.835777,0.919453,1.004312,1.090525,1.178275,1.267778,1.359285,1.453093
5.249990,0.036934,0.115186,0.193557,0.272131,0.350991,0.430227,0.509928,0.590192,0.671123,0.752831,0.835437,0.919074,1.003890,1.090059,1.177763,1.267216,1.358669,1.452418
5.250991,0.036920,0.115141,0.193482,0.272026,0.350855,0.430059,0.509728,0.589959,0.670856,0.752528,0.835098,0.918696,1.003471,1.089589,1.177247,1.266652,1.358053,1.451744
5.251991,0.036905,0.115096,0.193406,0.271918,0.350716,0.429887,0.509523,0.589720,0.670581,0.752216,0.834747,0.918305,1.003037,1.089113,1.176723,1.266076,1.357422,1.451052
5.252991,0.036891,0.115051,0.193331,0.271812,0.350578,0.429717,0.509320,0.589483,0.670308,0.751907,0.834399,0.917916,1.002612,1.088649,1.176211,1.265512,1.356801,1.450368
5.253991,0.036877,0.115007,0.193256,0.271706,0.350441,0.429547,0.509117,0.589245,0.670035,0.751602,0.834062,0.917547,1.002203,1.088195,1.175708,1.264955,1.356185,1.449687
5.254991,0.036862,0.114962,0.193180,0.271599,0.350303,0.429379,0.508918,0.589015,0.669774,0.751304,0.833725,0.917169,1.001781,1.087725,1.175186,1.264377,1.355543,1.449005
5.255991,0.036848,0.114917,0.193104,0.271491,0.350162,0.429204,0.508708,0.588768,0.669487,0.750976,0.833353,0.916754,1.001327,1.087232,1.174655,1.263807,1.354935,1.448328
5.256992,0.036833,0.114870,0.193026,0.271381,0.350020,0.429029,0.508499,0.588528,0.669216,0.750674,0.833020,0.916386,1.000916,1.086774,1.174145,1.263239,1.354303,1.447623
5.257992,0.036819,0.114826,0.192951,0.271277,0.349886,0.428865,0.508306,0.588302,0.668957,0.750379,0.832689,0.916015,1.000505,1.086319,1.173642,1.262684,1.353691,1.446966
5.258992,0.036805,0.114784,0.192880,0.271177,0.349756,0.428705,0.508113,0.588077,0.668698,0.750084,0.832356,0.915642,1.000088,1.085856,1.173129,1.262117,1.353063,1.446274
5.259992,0.036791,0.114741,0.192807,0.271074,0.349622,0.428539,0.507915,0.587845,0.668430,0.749779,0.832010,0.915254,0.999655,1.085374,1.172595,1.261549,1.352463,1.445623
5.260992,0.036777,0.114695,0.192730,0.270964,0.349480,0.428363,0.507704,0.587597,0.668144,0.749453,0.831652,0.914863,0.999232,1.084919,1.172107,1.261006,1.351858,1.444949
5.261993,0.036762,0.114649,0.192654,0.270857,0.349342,0.428195,0.507506,0.587369,0.667886,0.749165,0.831325,0.914494,0.998817,1.084455,1.171589,1.260428,1.351214,1.444231
5.262993,0.036748,0.114606,0.192580,0.270753,0.349206,0.428026,0.507303,0.587130,0.667608,0.748847,0.830964,0.914087,0.998361,1.083944,1.171035,1.259837,1.350586,1.443566
5.263993,0.036732,0.114556,0.192497,0.270636,0.349056,0.427843,0.507086,0.586881,0.667327,0.748533,0.830617,0.913709,0.997950,1.083501,1.170543,1.259285,1.349966,1.442868
5.264993,0.036720,0.114516,0.192430,0.270542,0.348933,0.427691,0.506903,0.586665,0.667077,0.748247,0.830292,0.913340,0.997535,1.083036,1.170023,1.258703,1.349325,1.442191
5.265993,0.036705,0.114472,0.192354,0.270435,0.348794,0.427519,0.506697,0.586424,0.666799,0.747933,0.829944,0.912959,0.997120,1.082589,1.169546,1.258196,1.348779,1.441576
5.266994,0.036692,0.114429,0.192284,0.270335,0.348666,0.427362,0.506511,0.586209,0.666554,0.747656,0.829630,0.912604,0.996722,1.082141,1.169041,1.257633,1.348156,1.440885
5.267994,0.036678,0.114385,0.192209,0.270230,0.348530,0.427193,0.506310,0.585974,0.666284,0.747348,0.829282,0.912219,0.996298,1.081677,1.168536,1.257079,1.347545,1.440225
5.268994,0.036663,0.114340,0.192133,0.270122,0.348390,0.427020,0.506102,0.585730,0.666003,0.747032,0.828930,0.911825,0.995860,1.081200,1.168019,1.256521,1.346943,1.439564
5.269994,0.036649,0.114297,0.192061,0.270020,0.348259,0.426860,0.505912,0.585511,0.665753,0.746748,0.828611,0.911469,0.995463,1.080751,1.167512,1.255950,1.346299,1.438839
5.270994,0.036635,0.114252,0.191984,0.269912,0.348118,0.426685,0.505703,0.585264,0.665468,0.746421,0.828248,0.911071,0.995030,1.080283,1.167008,1.255409,1.345722,1.438224
5.271995,0.036621,0.114208,0.191911,0.269810,0.347986,0.426524,0.505512,0.585043,0.665217,0.746140,0.827929,0.910709,0.994621,1.079828,1.166504,1.254851,1.345105,1.437542
5.272995,0.036607,0.114164,0.191837,0.269705,0.347849,0.426355,0.505309,0.584806,0.664946,0.745835,0.827588,0.910332,0.994207,1.079369,1.165996,1.254290,1.344486,1.436872
5.273995,0.036592,0.114119,0.191761,0.269598,0.347711,0.426186,0.505110,0.584576,0.664682,0.745536,0.827253,0.909958,0.993793,1.078912,1.165493,1.253739,1.343882,1.436196
5.274995,0.036578,0.114075,0.191686,0.269493,0.347576,0.426019,0.504910,0.584343,0.664415,0.745233,0.826913,0.909579,0.993372,1.078447,1.164982,1.253184,1.343281,1.435547
5.275995,0.036564,0.114032,0.191614,0.269390,0.347441,0.425852,0.504709,0.584107,0.664142,0.744921,0.826558,0.909180,0.992924,1.077947,1.164424,1.252575,1.342627,1.434846
5.276995,0.036549,0.113985,0.191536,0.269281,0.347301,0.425681,0.504507,0.583873,0.663876,0.744622,0.826227,0.908815,0.992525,1.077513,1.163954,1.252048,1.342027,1.434162
5.277996,0.036532,0.113930,0.191442,0.269147,0.347127,0.425467,0.504254,0.583580,0.663544,0.744251,0.825816,0.908365,0.992037,1.076986,1.163388,1.251444,1.341384,1.433480
5.278996,0.036519,0.113891,0.191377,0.269056,0.347010,0.425321,0.504076,0.583369,0.663296,0.743962,0.825482,0.907981,0.991596,1.076481,1.162812,1.250786,1.340634,1.432654
5.279996,0.036506,0.113849,0.191307,0.268958,0.346883,0.425166,0.503894,0.583159,0.663059,0.743698,0.825192,0.907664,0.991254,1.076114,1.162420,1.250370,1.340194,1.432161
5.280996,0.036493,0.113808,0.191237,0.268858,0.346753,0.425003,0.503697,0.582925,0.662785,0.743383,0.824831,0.907256,0.990807,1.075627,1.161895,1.249806,1.339591,1.431518
5.281996,0.036480,0.113768,0.191170,0.268764,0.346632,0.424855,0.503522,0.582724,0.662559,0.743130,0.824551,0.906947,0.990455,1.075228,1.161440,1.249288,1.339000,1.430849
5.282997,0.036464,0.113719,0.191087,0.268648,0.346481,0.424671,0.503305,0.582472,0.662272,0.742808,0.824194,0.906554,0.990025,1.074761,1.160935,1.248743,1.338416,1.430228
5.283997,0.036452,0.113681,0.191023,0.268557,0.346364,0.424525,0.503129,0.582265,0.662031,0.742531,0.823879,0.906197,0.989623,1.074309,1.160427,1.248174,1.337777,1.429522
5.284997,0.036438,0.113637,0.190950,0.268455,0.346230,0.424361,0.502932,0.582034,0.661765,0.742229,0.823538,0.905816,0.989198,1.073841,1.159923,1.247639,1.337212,1.428907
5.285997,0.036423,0.113592,0.190874,0.268346,0.346090,0.424187,0.502723,0.581792,0.661491,0.741923,0.823200,0.905446,0.988797,1.073405,1.159441,1.247103,1.336615,1.428248
5.286997,0.036409,0.113547,0.190799,0.268241,0.345955,0.424022,0.502529,0.581567,0.661232,0.741629,0.822868,0.905074,0.988382,1.072945,1.158932,1.246540,1.335993,1.427555
5.287998,0.036395,0.113504,0.190725,0.268137,0.345819,0.423853,0.502328,0.581332,0.660963,0.741324,0.822527,0.904694,0.987962,1.072482,1.158424,1.245983,1.335384,1.426896
5.288998,0.036382,0.113461,0.190654,0.268037,0.345689,0.423694,0.502137,0.581107,0.660703,0.741026,0.822191,0.904322,0.987551,1.072030,1.157929,1.245442,1.334794,1.426245
5.289998,0.036368,0.113418,0.190581,0.267934,0.345556,0.423530,0.501942,0.580880,0.660443,0.740733,0.821864,0.903956,0.987144,1.071579,1.157432,1.244895,1.334198,1.425604
5.290998,0.036354,0.113375,0.190508,0.267831,0.345423,0.423366,0.501746,0.580654,0.660184,0.740439,0.821532,0.903583,0.986732,1.071126,1.156935,1.244352,1.333599,1.424936
5.291998,0.036340,0.113331,0.190435,0.267728,0.345289,0.423202,0.501550,0.580425,0.659921,0.740142,0.821199,0.903215,0.986323,1.070673,1.156437,1.243808,1.333005,1.424296
5.292998,0.036323,0.113279,0.190347,0.267603,0.345127,0.423000,0.501307,0.580138,0.659588,0.739772,0.820793,0.902772,0.985844,1.070159,1.155886,1.243217,1.332375,1.423619
5.293999,0.036312,0.113244,0.190287,0.267519,0.345019,0.422868,0.501152,0.579959,0.659385,0.739532,0.820511,0.902443,0.985461,1.069714,1.155370,1.242620,1.331685,1.422821
5.294999,0.036298,0.113201,0.190215,0.267418,0.344888,0.422707,0.500961,0.579737,0.659133,0.739249,0.820198,0.902100,0.985087,1.069312,1.154941,1.242167,1.331210,1.422328
5.295999,0.036283,0.113152,0.190134,0.267304,0.344741,0.422528,0.500748,0.579492,0.658854,0.738937,0.819851,0.901717,0.984668,1.068853,1.154440,1.241619,1.330609,1.421671
5.296999,0.036270,0.113113,0.190067,0.267210,0.344619,0.422376,0.500566,0.579277,0.658606,0.738652,0.819527,0.901352,0.984257,1.068393,1.153925,1.241044,1.329981,1.420998
5.297999,0.036256,0.113069,0.189994,0.267106,0.344485,0.422211,0.500368,0.579047,0.658341,0.738352,0.819190,0.900975,0.983844,1.067944,1.153440,1.240521,1.329406,1.420351
5.299000,0.036242,0.113026,0.189921,0.267003,0.344351,0.422045,0.500170,0.578817,0.658080,0.738058,0.818863,0.900615,0.983445,1.067501,1.152950,1.239981,1.328810,1.419699
5.300000,0.036228,0.112980,0.189844,0.266895,0.344212,0.421875,0.499969,0.578583,0.657811,0.737755,0.818524,0.900238,0.983029,1.067045,1.152451,1.239435,1.328216,1.419046
5.301000,0.036213,0.112936,0.189770,0.266790,0.344076,0.421708,0.499770,0.578350,0.657544,0.737452,0.818183,0.899857,0.982605,1.066575,1.151932,1.238863,1.327586,1.418352
5.302000,0.036200,0.112894,0.189699,0.266690,0.343946,0.421548,0.499579,0.578127,0.657288,0.737161,0.817856,0.899492,0.982201,1.066128,1.151439,1.238321,1.326997,1.417729
5.303000,0.036187,0.112852,0.189628,0.266591,0.343817,0.421388,0.499388,0.577904,0.657030,0.736867,0.817524,0.899119,0.981784,1.065664,1.150924,1.237763,1.326402,1.417080
5.304001,0.036173,0.112809,0.189555,0.266487,0.343683,0.421223,0.499191,0.577676,0.656771,0.736577,0.817201,0.898764,0.981395,1.065241,1.150466,1.237261,1.325841,1.416453
5.305001,0.036159,0.112767,0.189484,0.266387,0.343554,0.421064,0.499001,0.577453,0.656514,0.736283,0.816869,0.898391,0.980979,1.064778,1.149951,1.236686,1.325209,1.415769
5.306001,0.036144,0.112718,0.189403,0.266273,0.343407,0.420884,0.498789,0.577209,0.656237,0.735974,0.816527,0.898017,0.980572,1.064339,1.149480,1.236182,1.324658,1.415159
5.307001,0.036131,0.112680,0.189338,0.266181,0.343287,0.420735,0.498609,0.576997,0.655992,0.735693,0.816209,0.897657,0.980168,1.063886,1.148974,1.235617,1.324028,1.414473
5.308001,0.036117,0.112636,0.189264,0.266076,0.343151,0.420567,0.498408,0.576761,0.655720,0.735383,0.815864,0.897278,0.979754,1.063436,1.148487,1.235093,1.323465,1.413851
5.309002,0.036103,0.112592,0.189190,0.265973,0.343018,0.420404,0.498215,0.576537,0.655464,0.735095,0.815538,0.896909,0.979339,1.062981,1.147989,1.234549,1.322873,1.413206
5.310002,0.036089,0.112549,0.189118,0.265871,0.342886,0.420242,0.498022,0.576314,0.655209,0.734808,0.815217,0.896555,0.978950,1.062545,1.147504,1.234009,1.322272,1.412539
5.311002,0.036076,0.112507,0.189047,0.265772,0.342757,0.420082,0.497831,0.576090,0.654952,0.734515,0.814887,0.896185,0.978538,1.062089,1.146999,1.233451,1.321669,1.411903
5.312002,0.036062,0.112463,0.188973,0.265666,0.342620,0.419914,0.497631,0.575857,0.654685,0.734214,0.814551,0.895812,0.978126,1.061641,1.146517,1.232936,1.321106,1.411274
5.313002,0.036048,0.112421,0.188902,0.265567,0.342491,0.419755,0.497441,0.575635,0.654429,0.733923,0.814223,0.895445,0.977721,1.061193,1.146021,1.232389,1.320513,1.410630
5.314002,0.036035,0.112378,0.188830,0.265465,0.342359,0.419593,0.497247,0.575408,0.654170,0.733629,0.813892,0.895077,0.977314,1.060744,1.145533,1.231859,1.319930,1.409990
5.315003,0.036020,0.112334,0.188756,0.265361,0.342225,0.419427,0.497050,0.575180,0.653908,0.733334,0.813565,0.894718,0.976918,1.060308,1.145049,1.231322,1.319335,1.409337
5.316003,0.036005,0.112287,0.188677,0.265249,0.342079,0.419247,0.496833,0.574925,0.653614,0.732997,0.813181,0.894288,0.976451,1.059803,1.144506,1.230739,1.318712,1.408666
5.317003,0.035993,0.112247,0.188610,0.265155,0.341958,0.419098,0.496657,0.574721,0.653382,0.732736,0.812891,0.893962,0.976075,1.059372,1.144012,1.230180,1.318079,1.407950
5.318003,0.035979,0.112206,0.188540,0.265056,0.341830,0.418941,0.496471,0.574505,0.653135,0.732458,0.812581,0.893618,0.975697,1.058959,1.143564,1.229692,1.317550,1.407375
5.319003,0.035963,0.112153,0.188452,0.264932,0.341671,0.418746,0.496240,0.574239,0.652833,0.732120,0.812207,0.893210,0.975255,1.058483,1.143053,1.229145,1.316964,1.406750
5.320004,0.035941,0.112087,0.188341,0.264777,0.341471,0.418501,0.495950,0.573903,0.652451,0.731693,0.811735,0.892692,0.974689,1.057869,1.142391,1.228435,1.316207,1.405945
5.321004,0.035927,0.112043,0.188266,0.264669,0.341329,0.418322,0.495729,0.573637,0.652136,0.731322,0.811300,0.892185,0.974101,1.057190,1.141607,1.227575,1.315286,1.404963
5.322004,0.035917,0.112010,0.188210,0.264590,0.341227,0.418198,0.495583,0.573468,0.651945,0.731108,0.811064,0.891926,0.973819,1.056884,1.141276,1.227174,1.314780,1.404330
5.323004,0.035900,0.111959,0.188125,0.264472,0.341074,0.418011,0.495363,0.573216,0.651659,0.730791,0.810715,0.891545,0.973409,1.056443,1.140807,1.226676,1.314255,1.403780
5.324004,0.035881,0.111900,0.188026,0.264333,0.340895,0.417793,0.495105,0.572918,0.651323,0.730416,0.810302,0.891095,0.972921,1.055920,1.140247,1.226081,1.313625,1.403116
5.325005,0.035864,0.111845,0.187932,0.264198,0.340723,0.417581,0.494855,0.572630,0.650996,0.730051,0.809899,0.890654,0.972443,1.055406,1.139697,1.225496,1.313006,1.402463
5.326005,0.035861,0.111837,0.187919,0.264180,0.340696,0.417542,0.494801,0.572556,0.650897,0.729920,0.809729,0.890437,0.972169,1.055062,1.139272,1.224975,1.312373,1.401698
5.327005,0.035853,0.111812,0.187877,0.264122,0.340621,0.417451,0.494694,0.572434,0.650760,0.729769,0.809565,0.890260,0.971980,1.054861,1.139060,1.224751,1.312135,1.401447
5.328005,0.035839,0.111769,0.187805,0.264020,0.340490,0.417292,0.494507,0.572218,0.650517,0.729500,0.809269,0.889939,0.971633,1.054491,1.138666,1.224335,1.311699,1.400991
5.329005,0.035823,0.111717,0.187718,0.263898,0.340333,0.417099,0.494277,0.571951,0.650213,0.729156,0.808887,0.889518,0.971173,1.053991,1.138125,1.223752,1.311072,1.400324
5.330005,0.035811,0.111679,0.187653,0.263805,0.340209,0.416944,0.494088,0.571725,0.649946,0.728846,0.808527,0.889102,0.970694,1.053456,1.137544,1.223122,1.310392,1.399592
5.331006,0.035801,0.111649,0.187602,0.263733,0.340118,0.416832,0.493955,0.571573,0.649773,0.728651,0.808311,0.888863,0.970436,1.053164,1.137199,1.222717,1.309916,1.399026
5.332006,0.035787,0.111607,0.187532,0.263635,0.339990,0.416675,0.493769,0.571356,0.649525,0.728372,0.808000,0.888519,0.970057,1.052753,1.136757,1.222245,1.309412,1.398491
5.333006,0.035774,0.111563,0.187459,0.263532,0.339857,0.416511,0.493574,0.571129,0.649265,0.728080,0.807675,0.888162,0.969664,1.052318,1.136276,1.221711,1.308823,1.397849
5.334006,0.035760,0.111520,0.187386,0.263430,0.339725,0.416349,0.493382,0.570906,0.649012,0.727793,0.807353,0.887803,0.969266,1.051878,1.135792,1.221179,1.308240,1.397206
5.335006,0.035746,0.111478,0.187315,0.263330,0.339596,0.416189,0.493191,0.570683,0.648754,0.727501,0.807023,0.887434,0.968856,1.051430,1.135304,1.220650,1.307667,1.396581
5.336007,0.035733,0.111436,0.187245,0.263230,0.339467,0.416030,0.493001,0.570461,0.648501,0.727213,0.806700,0.887074,0.968456,1.050981,1.134806,1.220105,1.307074,1.395948
5.337007,0.035719,0.111393,0.187172,0.263128,0.339334,0.415867,0.492805,0.570233,0.648237,0.726913,0.806363,0.886697,0.968043,1.050533,1.134325,1.219586,1.306510,1.395328
5.338007,0.035705,0.111351,0.187100,0.263026,0.339202,0.415705,0.492612,0.570007,0.647979,0.726622,0.806043,0.886348,0.967659,1.050111,1.133857,1.219066,1.305935,1.394690
5.339007,0.035692,0.111308,0.187028,0.262925,0.339072,0.415545,0.492422,0.569788,0.647729,0.726341,0.805724,0.885989,0.967257,1.049663,1.133364,1.218530,1.305353,1.394058
5.340007,0.035678,0.111266,0.186958,0.262826,0.338944,0.415387,0.492234,0.569568,0.647477,0.726055,0.805403,0.885632,0.966862,1.049228,1.132880,1.217988,1.304755,1.393417
5.341008,0.035663,0.111220,0.186880,0.262716,0.338802,0.415213,0.492029,0.569331,0.647208,0.725754,0.805070,0.885266,0.966464,1.048796,1.132414,1.217488,1.304211,1.392811
5.342008,0.035651,0.111182,0.186816,0.262626,0.338685,0.415067,0.491853,0.569124,0.646968,0.725479,0.804757,0.884912,0.966065,1.048349,1.131914,1.216929,1.303587,1.392116
5.343008,0.035637,0.111137,0.186741,0.262521,0.338548,0.414899,0.491653,0.568891,0.646703,0.725182,0.804428,0.884551,0.965671,1.047923,1.131454,1.216435,1.303058,1.391553
5.344008,0.035624,0.111096,0.186672,0.262423,0.338422,0.414744,0.491467,0.568674,0.646453,0.724898,0.804108,0.884193,0.965274,1.047482,1.130968,1.215904,1.302483,1.390925
5.345008,0.035610,0.111053,0.186600,0.262321,0.338290,0.414581,0.491275,0.568452,0.646199,0.724611,0.803787,0.883837,0.964880,1.047050,1.130494,1.215382,1.301904,1.390284
5.346008,0.035596,0.111009,0.186525,0.262216,0.338154,0.414415,0.491076,0.568221,0.645935,0.724311,0.803451,0.883463,0.964466,1.046593,1.129993,1.214833,1.301305,1.389628
5.347009,0.035583,0.110967,0.186455,0.262118,0.338027,0.414258,0.490889,0.568002,0.645683,0.724026,0.803131,0.883106,0.964070,1.046155,1.129510,1.214303,1.300723,1.389004
5.348009,0.035570,0.110928,0.186389,0.262023,0.337905,0.414107,0.490709,0.567791,0.645441,0.723751,0.802821,0.882758,0.963683,1.045727,1.129041,1.213790,1.300164,1.388390
5.349009,0.035556,0.110885,0.186317,0.261922,0.337773,0.413946,0.490517,0.567568,0.645186,0.723464,0.802500,0.882403,0.963293,1.045299,1.128571,1.213277,1.299615,1.387796
5.350009,0.035543,0.110843,0.186246,0.261822,0.337644,0.413786,0.490326,0.567345,0.644930,0.723172,0.802172,0.882037,0.962891,1.044862,1.128096,1.212759,1.299041,1.387161
5.351009,0.035529,0.110801,0.186175,0.261722,0.337514,0.413627,0.490136,0.567125,0.644678,0.722889,0.801855,0.881686,0.962499,1.044429,1.127621,1.212239,1.298474,1.386544
5.352010,0.035515,0.110758,0.186102,0.261619,0.337381,0.413462,0.489938,0.566893,0.644410,0.722582,0.801508,0.881295,0.962060,1.043936,1.127070,1.211653,1.297851,1.385884
5.353010,0.035502,0.110717,0.186034,0.261523,0.337257,0.413310,0.489759,0.566684,0.644173,0.722318,0.801215,0.880975,0.961714,1.043563,1.126667,1.211191,1.297324,1.385281
5.354010,0.035486,0.110664,0.185946,0.261399,0.337098,0.413116,0.489530,0.566421,0.643876,0.721986,0.800851,0.880576,0.961281,1.043096,1.126166,1.210656,1.296755,1.384677
5.355010,0.035475,0.110631,0.185889,0.261318,0.336991,0.412982,0.489367,0.566226,0.643646,0.721718,0.800539,0.880217,0.960868,1.042622,1.125624,1.210042,1.296077,1.383947
5.356010,0.035462,0.110591,0.185821,0.261223,0.336869,0.412832,0.489189,0.566021,0.643414,0.721458,0.800252,0.879902,0.960529,1.042260,1.125239,1.209632,1.295629,1.383441
5.357011,0.035448,0.110548,0.185749,0.261122,0.336738,0.412671,0.488998,0.565799,0.643159,0.721171,0.799930,0.879545,0.960132,1.041820,1.124760,1.209111,1.295058,1.382816
5.358011,0.035435,0.110506,0.185679,0.261023,0.336609,0.412512,0.488808,0.565577,0.642904,0.720883,0.799609,0.879190,0.959741,1.041392,1.124288,1.208590,1.294484,1.382196
5.359011,0.035421,0.110463,0.185606,0.260920,0.336476,0.412348,0.488613,0.565352,0.642648,0.720593,0.799284,0.878828,0.959341,1.040951,1.123804,1.208060,1.293904,1.381560
5.360011,0.035407,0.110421,0.185535,0.260819,0.336346,0.412187,0.488420,0.565125,0.642388,0.720300,0.798957,0.878465,0.958941,1.040514,1.123326,1.207539,1.293339,1.380937
5.361011,0.035394,0.110379,0.185465,0.260722,0.336219,0.412032,0.488235,0.564908,0.642137,0.720016,0.798640,0.878113,0.958553,1.040088,1.122860,1.207032,1.292787,1.380337
5.362012,0.035381,0.110338,0.185396,0.260625,0.336094,0.411879,0.488054,0.564699,0.641900,0.719746,0.798334,0.877771,0.958171,1.039664,1.122393,1.206518,1.292222,1.379717
5.363012,0.035368,0.110297,0.185327,0.260526,0.335967,0.411722,0.487866,0.564481,0.641649,0.719462,0.798015,0.877415,0.957776,1.039227,1.121909,1.205983,1.291636,1.379086
5.364012,0.035354,0.110254,0.185255,0.260426,0.335837,0.411562,0.487676,0.564259,0.641395,0.719174,0.797694,0.877058,0.957382,1.038794,1.121440,1.205478,1.291091,1.378488
5.365012,0.035341,0.110213,0.185185,0.260327,0.335709,0.411405,0.487489,0.564041,0.641146,0.718893,0.797378,0.876708,0.956995,1.038368,1.120969,1.204956,1.290517,1.377861
5.366012,0.035325,0.110164,0.185103,0.260211,0.335557,0.411216,0.487262,0.563779,0.640849,0.718561,0.797011,0.876305,0.956558,1.037896,1.120461,1.204412,1.289934,1.377239
5.367012,0.035314,0.110128,0.185042,0.260125,0.335447,0.411081,0.487102,0.563590,0.640629,0.718306,0.796720,0.875973,0.956181,1.037469,1.119980,1.203870,1.289323,1.376548
5.368013,0.035297,0.110075,0.184953,0.259999,0.335286,0.410884,0.486871,0.563323,0.640327,0.717971,0.796351,0.875572,0.955748,1.037006,1.119486,1.203348,1.288772,1.375967
5.369013,0.035285,0.110037,0.184890,0.259911,0.335170,0.410740,0.486696,0.563117,0.640087,0.717693,0.796033,0.875210,0.955337,1.036541,1.118961,1.202757,1.288106,1.375217
5.370013,0.035271,0.109993,0.184816,0.259807,0.335036,0.410577,0.486504,0.562896,0.639838,0.717417,0.795729,0.874880,0.954981,1.036161,1.118558,1.202330,1.287658,1.374749
5.371013,0.035260,0.109960,0.184759,0.259726,0.334931,0.410445,0.486344,0.562706,0.639615,0.717158,0.795431,0.874538,0.954593,1.035722,1.118062,1.201771,1.287037,1.374087
5.372013,0.035247,0.109918,0.184690,0.259629,0.334805,0.410292,0.486163,0.562497,0.639379,0.716896,0.795144,0.874226,0.954255,1.035358,1.117672,1.201356,1.286589,1.373574
5.373014,0.035234,0.109879,0.184623,0.259535,0.334684,0.410141,0.485983,0.562286,0.639135,0.716616,0.794826,0.873868,0.953853,1.034908,1.117171,1.200808,1.286002,1.372949
5.374014,0.035221,0.109838,0.184554,0.259437,0.334558,0.409986,0.485799,0.562072,0.638890,0.716341,0.794519,0.873527,0.953479,1.034498,1.116724,1.200318,1.285461,1.372355
5.375014,0.035207,0.109796,0.184483,0.259337,0.334428,0.409827,0.485609,0.561852,0.638639,0.716057,0.794202,0.873176,0.953092,1.034074,1.116260,1.199807,1.284898,1.371742
5.376014,0.035194,0.109754,0.184412,0.259237,0.334299,0.409668,0.485419,0.561630,0.638384,0.715768,0.793878,0.872815,0.952691,1.033636,1.115787,1.199298,1.284345,1.371132
5.377014,0.035181,0.109713,0.184344,0.259141,0.334174,0.409514,0.485236,0.561417,0.638139,0.715491,0.793569,0.872473,0.952316,1.033221,1.115327,1.198787,1.283780,1.370507
5.378015,0.035167,0.109670,0.184271,0.259038,0.334040,0.409348,0.485037,0.561184,0.637870,0.715184,0.793219,0.872081,0.951883,1.032755,1.114827,1.198255,1.283214,1.369908
5.379015,0.035154,0.109629,0.184202,0.258941,0.333916,0.409197,0.484859,0.560979,0.637639,0.714927,0.792937,0.871771,0.951541,1.032369,1.114394,1.197772,1.282675,1.369307
5.380015,0.035141,0.109588,0.184134,0.258846,0.333792,0.409043,0.484675,0.560764,0.637391,0.714646,0.792620,0.871416,0.951145,1.031930,1.113908,1.197242,1.282100,1.368684
